202106	경기도고양시	41281	 주교동	거보플러스-2	    18,000	2021	6	4	2002	66.93	4
202106	경기도고양시	41281	 주교동	미도	    30,000	2021	6	5	1985	48.6	1
202106	경기도고양시	41281	 주교동	벽산	    37,000	2021	6	5	1999	84.75	21
202106	경기도고양시	41281	 주교동	서초	    33,500	2021	6	8	1999	84.96	7
202106	경기도고양시	41281	 주교동	세창짜임	    39,000	2021	6	8	2006	92.66	10
202106	경기도고양시	41281	 주교동	삼림(561-1)	    29,000	2021	6	16	1987	47.49	2
202106	경기도고양시	41281	 주교동	삼림(561-1)	    32,800	2021	6	19	1987	47.49	4
202106	경기도고양시	41281	 신원동	신원마을 1단지 우남퍼스트빌	    75,900	2021	6	5	2015	74.6681	15
202106	경기도고양시	41281	 신원동	신원마을 1단지 우남퍼스트빌	    70,000	2021	6	9	2015	84.6326	17
202106	경기도고양시	41281	 신원동	신원마을 1단지 우남퍼스트빌	    79,000	2021	6	12	2015	84.6326	10
202106	경기도고양시	41281	 신원동	신원마을고양삼송아이파크	    80,000	2021	6	12	2012	116.35	1
202106	경기도고양시	41281	 도내동	원흥호반베르디움더퍼스트5단지	    80,000	2021	6	1	2017	69.6752	14
202106	경기도고양시	41281	 도내동	원흥호반베르디움더퍼스트5단지	    80,000	2021	6	2	2017	69.6752	18
202106	경기도고양시	41281	 도내동	도래울센트럴더포레	    72,200	2021	6	3	2014	74.98	10
202106	경기도고양시	41281	 도내동	고양원흥동일스위트	    99,700	2021	6	11	2018	84.9832	4
202106	경기도고양시	41281	 도내동	엘에이치원흥도래울마을3단지(임대)	    79,000	2021	6	15	2015	84.99	17
202106	경기도고양시	41281	 도내동	도래울센트럴더포레	    79,000	2021	6	17	2014	84.93	9
202106	경기도고양시	41281	 도내동	엘에이치원흥도래울마을3단지(임대)	    79,800	2021	6	22	2015	84.93	11
202106	경기도고양시	41281	 성사동	삼성래미안	    71,000	2021	6	2	2009	132.5	14
202106	경기도고양시	41281	 성사동	서안	    19,000	2021	6	3	1986	44.73	5
202106	경기도고양시	41281	 성사동	삼성래미안	    61,800	2021	6	5	2009	59.96	18
202106	경기도고양시	41281	 성사동	삼성래미안	    62,500	2021	6	5	2009	59.96	16
202106	경기도고양시	41281	 성사동	신원당(태영)2	    40,000	2021	6	5	1993	59.04	7
202106	경기도고양시	41281	 성사동	삼성래미안	    74,500	2021	6	7	2009	84.99	13
202106	경기도고양시	41281	 성사동	미도(422-2)	    26,000	2021	6	8	1987	42.03	5
202106	경기도고양시	41281	 성사동	신원당(태영)2	    39,800	2021	6	11	1993	59.04	4
202106	경기도고양시	41281	 성사동	미도(404-8)	    31,000	2021	6	14	1986	43.56	1
202106	경기도고양시	41281	 성사동	신원당(대명)	    54,000	2021	6	16	1993	83.3	4
202106	경기도고양시	41281	 성사동	삼성래미안	    74,000	2021	6	17	2009	84.99	8
202106	경기도고양시	41281	 성사동	미도(422-3)	    32,000	2021	6	20	1988	49.32	1
202106	경기도고양시	41281	 성사동	미도(404-7)	    28,000	2021	6	21	1986	43.56	1
202106	경기도고양시	41281	 삼송동	고양삼송동원로얄듀크	    86,800	2021	6	12	2012	84.9609	13
